property_id,summary,locality,postal,address,region,country,price,sale_type,property_type,sub_property_type,number_of_bedrooms,living_area,kitchen,attic,basement,furnished,open_fire,terrace,terrace_area,terrace_orientation,garden,garden_area,garden_orientation,number_of_facades,construction_year,swimming_pool,state_of_building,epc,kwh
10003202,"Sorry, there is no English translation. La résidence Pole St Léonard est un projet immobilier  composé de 22 appartements et 5 espaces commerciaux. Il propose ce commerce d'une surface de 59m², aménageable selon vos envies afin de vous lancer dans votre activité professionnelle. 
Possibilité d'acquérir un emplacement de parking et une cave. Vente sous le régime de la TVA et des droits d'enregistrement. Pour plus d'informations, n'hésitez pas à nous contacter au 0498/17.45.44 ou pascal.emontspool@immovanhoudt.be Visitez notre site www.immovanhoudt.be",Welkenraedt,4840,Rue Saint-Paul,Wallonie,Belgium,91217,FOR_SALE,COMMERCIAL,BUSINESS,,,"{'surface': None, 'type': 'NOT_INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None}",,,,False,,,,,,,,,,AS_NEW,,
10003203,"Sorry, there is no English translation. La résidence Pole St Léonard est un projet immobilier  composé de 22 appartements et 5 espaces commerciaux. Il propose ce commerce d'une surface de 82m², aménageable selon vos envies afin de vous lancer dans votre activité professionnelle. 
Possibilité d'acquérir un emplacement de parking et une cave. Vente sous le régime de la TVA et des droits d'enregistrement. Pour plus d'informations, n'hésitez pas à nous contacter au 0498/17.45.44 ou pascal.emontspool@immovanhoudt.be Visitez notre site www.immovanhoudt.be",Welkenraedt,4840,Rue Saint-Paul,Wallonie,Belgium,,FOR_SALE,COMMERCIAL,BUSINESS,,,"{'surface': None, 'type': 'NOT_INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None}",,,,False,,,,,,,,,,AS_NEW,,
10003204,"Sorry, there is no English translation. La résidence Pole St Léonard est un projet immobilier  composé de 22 appartements et 5 espaces commerciaux. Il propose ce commerce d'une surface de 89m², aménageable selon vos envies afin de vous lancer dans votre activité professionnelle. 
Possibilité d'acquérir un emplacement de parking et une cave. Vente sous le régime de la TVA et des droits d'enregistrement. Pour plus d'informations, n'hésitez pas à nous contacter au 0498/17.45.44 ou pascal.emontspool@immovanhoudt.be Visitez notre site www.immovanhoudt.be",Welkenraedt,4840,Rue Saint-Paul,Wallonie,Belgium,,FOR_SALE,COMMERCIAL,BUSINESS,,,"{'surface': None, 'type': 'NOT_INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None}",,,,False,,,,,,,,,,AS_NEW,,
10003205,"Sorry, there is no English translation. La résidence Pole St Léonard est un projet immobilier  composé de 22 appartements et 5 espaces commerciaux. Il propose ce commerce d'une surface de 87m², aménageable selon vos envies afin de vous lancer dans votre activité professionnelle. 
Possibilité d'acquérir un emplacement de parking et une cave. Vente sous le régime de la TVA et des droits d'enregistrement. Pour plus d'information, n'hésitez pas à nous contacter au 0498/17.45.44 ou pascal.emontspool@immovanhoudt.be. Visitez notre site www.immovanhoudt.be",Welkenraedt,4840,Rue Saint-Paul,Wallonie,Belgium,161570,FOR_SALE,COMMERCIAL,BUSINESS,,,"{'surface': None, 'type': 'NOT_INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None}",,,,False,,,,,,,,,,AS_NEW,,
10003206,"Sorry, there is no English translation. La résidence Pole St Léonard est un projet immobilier  composé de 22 appartements et 5 espaces commerciaux. Il propose ce commerce d'une surface de 112m², aménageable selon vos envies afin de vous lancer dans votre activité professionnelle. 
Possibilité d'acquérir un emplacement de parking et une cave. Vente sous le régime de la TVA et des droits d'enregistrement. Pour plus d'informations, n'hésitez pas à nous contacter au 0498/17.45.44 ou pascal.emontspool@immovanhoudt.be Visitez notre site www.immovanhoudt.be",Welkenraedt,4840,Rue Saint-Paul,Wallonie,Belgium,210654,FOR_SALE,COMMERCIAL,BUSINESS,,,"{'surface': None, 'type': 'NOT_INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None}",,,,False,,,,,,,,,,AS_NEW,,
10003267,-,Estaimpuis Néchin,7730,,Wallonie,Belgium,269200,FOR_SALE,APARTMENT,DUPLEX,3,136,"{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None}",,,,False,True,15,SOUTH_WEST,,,,3,2021,False,GOOD,,84
10003371,"TRIOR Nivelles vous propose ce terrain d'une superficie approximative de 2 ares 40 ca (en cours de division), idéalement situé à Pont-à-Celles, proche de toutes les facilités ! Il contient actuellement 2 garages avec une superficie total de ± 45m² sol. Un avis favorable de la commune de Pont-à-Celles a été donné pour la construction d'une maison d'habitation sous la réserve d'un projet de construction. Descriptif complet sur www.TRIOR.be",Pont-a-Celles,6230,,Wallonie,Belgium,,FOR_SALE,LAND,LAND,,,,,,,False,,,,,,,,,,,,
10003403,-,Charleroi (Prox.Ville2),6000,,Wallonie,Belgium,229000,FOR_SALE,HOUSE,HOUSE,3,,,,,,False,True,,,,,,2,,,,,374
10003499,-,Mons,7012,,Wallonie,Belgium,159000,FOR_SALE,HOUSE,HOUSE,4,135,"{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None}",,True,,False,True,,,,,,2,,True,GOOD,,413
10003565,-,Genk,3600,Camerlo,Flanders,Belgium,249000,FOR_SALE,LAND,LAND,,,,,,,False,,,,,,,,,,,,
10003610,"*** VIRTUAL VISIT : https://fr.envisite.net/0v1271***

L'ETUDE DES PROPRIETAIRES offers you this beautiful house with GARDEN and GARAGE located in the commune of AISEAU-PRESLES.

This charming 3 facades house is composed as follows: 

On the ground floor: an entrance hall, a large living room, a dining room, an office area and a semi-fitted kitchen.

On the mezzanine: a bedroom (+/-13m²)

On the first floor, you will find 3 large bedrooms (+/-14m², +/-16m² and +/-17m²) and a bathroom.

In the basement there are three cellars, a laundry room and a garage.

The property has a veranda and a beautiful garden.

The attic is large and can be converted!

Its assets: a beautiful garden well oriented, a relatively quiet area.

Your family can only feel good here!

Possibility to benefit from the reduced registration rate, if all the conditions are met. RC= 565€.

All documents related to this property can be downloaded from our website www.immoproprio.be

Would you like to visit it? Call us without delay on 02/895.00.45.

Agency reference : v1271. 

Make offer from 269 999 € (subject to acceptance of the owners).

The living areas announced in our ads are the heated floor areas communicated in the PEB.

The description is for information only and is not contractually binding; it is subject to change.

Free estimate within 24 hours for all sellers, contact us on 028950045.",AISEAU-PRESLES,6250,,Wallonie,Belgium,,FOR_SALE,HOUSE,VILLA,4,200,"{'surface': 8, 'type': 'SEMI_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None}",,True,,False,,,,True,520,,4,,False,TO_BE_DONE_UP,,750
10003882,,St-Niklaas,9100,,Flanders,Belgium,,FOR_SALE,HOUSE,HOUSE,4,130,"{'surface': 12, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None}",,,,False,,,,,,,2,,,TO_BE_DONE_UP,,493
10003927,,Oostende,8400,Torhoutsesteenweg,Flanders,Belgium,,FOR_SALE,COMMERCIAL,BUSINESS,,155,,,,,False,,,,,,,,,,GOOD,,0
10003941,,Herzele,9550,Kauwstraat,Flanders,Belgium,,FOR_SALE,HOUSE,HOUSE,3,181,"{'surface': None, 'type': 'SEMI_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None}",True,True,,False,,,,True,750,NORTH_WEST,3,1965,,TO_RENOVATE,,747
10004004,,Stavelot,4970,Rue du Brieux,Wallonie,Belgium,,FOR_SALE,HOUSE,BUNGALOW,2,90,,,True,,False,True,,,,,,4,1980,False,,0,
10004012,,Stekene,9190,,Flanders,Belgium,,FOR_SALE,HOUSE,BUNGALOW,3,179,"{'surface': 14, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None}",,,,False,,,,True,678,,4,,,JUST_RENOVATED,,129
10004031,,Trooz,4870,Rue de Verviers,Wallonie,Belgium,,FOR_SALE,HOUSE,HOUSE,2,105,"{'surface': 11, 'type': None, 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None}",,True,,False,True,25,,,,,4,,False,GOOD,341,341
10004176,,Neupré,4120,Route du Condroz,Wallonie,Belgium,,FOR_SALE,HOUSE,VILLA,3,190,"{'surface': 16, 'type': None, 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None}",,True,,False,True,,,,,,4,,False,GOOD,262,262
10004241,"Habitable rooms: Bedroom(s): m², Bedroom(s): m², Kitchen, Entry hall, Reception(s), Bathroom(s), Bathroom(s), Livingroom .  Other rooms: Terrasse(s), Wash House, WC .  Land: Swimming Pool, Park, Wooded Area, Hedgerow, Wooded .  Electrical equipment: Electric Shutters .  Other equipment: Concierge, Air Conditioned .  Services: Sea, Airport, Commerces .  Views: Clearing, Sea View, View of the Park, Panoramic View .  Other services: Maintained Garden, Maintained Swimming Pool",Nativa,61102,,,Costa Rica,320000,FOR_SALE,APARTMENT,APARTMENT,3,205,"{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None}",,,,False,True,,,,,,4,,True,,,
10004421,"Located in the center of Veurne, in the traffic-free Spreeuwenbergstraat, we find this recent apartment for sale in the Jaagpad residence. Within walking distance of shops, schools and public transport, but in a quiet area near the water.This spacious living apartment (83m²) is located on the 1st floor and was recently (2016) furnished with quality:- Entrance hall with fitted cloakroom and separate toilet.- Very bright living space with a dining area.- Modern kitchen, completely in composite, and equipped with solid AEG appliances.- In the basement there is a private storage room and you can use the communal bicycle and waste shed. There is also the possibility to purchase an underground garage.General:- Ready to move in finished.- Quiet,yet central location in the city center.- No VAT system applies.- Currently rented with guaranteed returnAre you looking for an apartment, for permanent residence or investment? Don't hesitate to contact our office Dewaele Veurne: 058 330 600",Veurne,8630,Spreeuwenbergstraat,Flanders,Belgium,,FOR_SALE,APARTMENT,APARTMENT,1,83,"{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None}",,,,False,,,,,,,2,2011,False,AS_NEW,,81
10004592,,Hamme,9220,Nieuwe Markt,Flanders,Belgium,,FOR_SALE,APARTMENT,APARTMENT,2,81,,,True,,False,,,,,,,2,2021,False,AS_NEW,3000,0
10004608,"Villa renovated in 2016 in a quiet and wooded area at the gates of the city on a plot of 12 acres, two car garage, 5 bedrooms, two bathrooms",TOURNAI,7500,,Wallonie,Belgium,,FOR_SALE,HOUSE,VILLA,5,280,"{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None}",True,True,,False,True,,,,,,4,,,JUST_RENOVATED,0,240
10004835,Renovation obligation: unknown,Idegem,9506,Nuchten,Flanders,Belgium,415000,FOR_SALE,HOUSE,VILLA,4,247,"{'surface': 17, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None}",,True,,False,True,49,,,,,4,1961,False,AS_NEW,,425
10004843,"Virtual visit available ! Located in the Boondael district in Watermael-Boitsfort, your real estate agency ERA Châtelain offers you a beautiful mixed house for sale! 
 
These are two houses, one with a commercial ground floor and flat above + possibility of extension after permit, the other garage on the ground floor, flat on the 1st and duplex on the 2nd and 3rd floor. All to renovate. Lots of potential. Quiet area close to all facilities, shops and public transport as well as green areas. 
 
Double glazing in part. The house is available immediately on exchange of deeds. 
 
Electrical certificate not compliant - PEB F and G 
 
Our ERA COMFORT GUARANTEE will guarantee all your fixed installations for a worry-free purchase. 
 
Information and visits: +32 2 705 07 00. More information about this mixed house for sale in Watermael Boitsfort available exclusively on era.be/chatelain",Watermael-Boitsfort,1170,Avenue du Cor de Chasse,Brussels,Belgium,,FOR_SALE,HOUSE,APARTMENT_BLOCK,0,410,,,True,,False,,,,,,,3,1930,False,TO_RENOVATE,516,516
10004847,"Virtual visit available ! Located in the RTBF - Colonel Bourg district in Schaerbeek, your real estate agency ERA Châtelain offers you a magnificent 2 bedroom flat with parking for sale. 
 
This flat on the 3rd floor is composed of two bedrooms and is ideally located near shops, public transport and all facilities, access E40, NATO, ...  
 
Rue Colonel Bourg in the immediate vicinity of Woluwé Saint Lambert, this pleasant and bright 2 bedroom flat of +/- 103 m2 in a recent construction of 2002. 
 
It consists of a bright living room with large French windows that open onto the living room and give the view of a terrace with a beautiful view on green spaces, a fully equipped kitchen, a hall with cupboards, two large bedrooms (16 and 15 sqm), a shower room, a separate toilet, a laundry room and a cellar. A parking space in the basement (PK3) in addition to € 25,000. 
 
Electricity compliant - PEB C-. 
 
Our ERA COMFORT GUARANTEE will guarantee all your fixed installations for a worry-free purchase. 
 
Info and visits: +32 2 705 07 00. More information about this flat for sale in Schaerbeek available exclusively on era.be/chatelain",Schaerbeek,1030,Rue Colonel Bourg,Brussels,Belgium,,FOR_SALE,APARTMENT,APARTMENT,2,102,"{'surface': 8, 'type': None, 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None}",,True,,False,,,,,,,3,2002,False,,120,120
10004904,"Nieuwbouwwoning ruwbouw winddicht inclusief alle kosten dwz ruwbouw, dak incl 10 zonnepanelen, ramen PVC, met S-peil lager dan 30, architect, veiligheidscoordinator, energiedeskundige en de andere kosten. Telefonisch contact 0499 / 68 68 01.
Luvatri BVBA is actief in aannemingswerken. Voor zover sprake van vastgoedbemiddeling, wordt een beroep gedaan op BIV-makelaar.

Renovation obligation: unknown",Herselt,2230,,Flanders,Belgium,447719,FOR_SALE,HOUSE,HOUSE,3,162,,,,,False,,,,,,,,,,,0,
10004905,"Nieuwbouwwoning ruwbouw winddicht inclusief alle kosten dwz ruwbouw, dak incl 10 zonnepanelen, ramen PVC, met S-peil lager dan 30, architect, veiligheidscoordinator, energiedeskundige en de andere kosten. Telefonisch contact 0499 / 68 68 01.
Luvatri BVBA is actief in aannemingswerken. Voor zover sprake van vastgoedbemiddeling, wordt een beroep gedaan op BIV-makelaar.

Renovation obligation: unknown",Scherpenheuvel-Zichem,3270,,Flanders,Belgium,382122,FOR_SALE,HOUSE,HOUSE,3,160,,,,,False,,,,,,,,,,,0,
10004911,"Park Viridis, deze appartementen zijn gelegen bij het centrum van Beveren en dit in een zeer groene omgeving.  Energiezuinig wonen is hier de sleutel.  Er zijn 1, 2 & 3 slaapkamer appartementen voorzien van alle modern comfort. De afwerking van de appartementen gebeurt in samenspraak met de verkoper, hiervoor zijn budgetten bepaald in het lastenboek. Er is de mogelijkheid om een ondergrondse parking aan te kopen.  Het geheel bestaat uit meerdere woonentiteiten en is omgeven door een groen park van 7000 m².  Elke entiteit heeft een gezellig terras tuin deze zijn allemaal west georiënteerd. Voor dit uniek project werken wij ook met de allernieuwste technieken, dit wil zeggen, zonnepanelen als ook warmtepompen.  Wil u deze unieke kans niet laten voorbijgaan, boek dan een afspraak.  Graag stellen wij u alle plannen voor van onze allernieuwste parel “Park Viridis”.
referentie: 4607",Beveren-Waas,9120,puiteslagershof,Flanders,Belgium,,FOR_SALE,APARTMENT_GROUP,APARTMENT_GROUP,,,,,,,False,,,,,,,,,,,,
10004913,"Park Viridis, deze appartementen zijn gelegen bij het centrum van Beveren en dit in een zeer groene omgeving.  Energiezuinig wonen is hier de sleutel.  Er zijn 1, 2 & 3 slaapkamer appartementen voorzien van alle modern comfort. De afwerking van de appartementen gebeurt in samenspraak met de verkoper, hiervoor zijn budgetten bepaald in het lastenboek. Er is de mogelijkheid om een ondergrondse parking aan te kopen.  Het geheel bestaat uit meerdere woonentiteiten en is omgeven door een groen park van 7000 m².  Elke entiteit heeft een gezellig terras met zicht op de prachtige tuin. Voor dit uniek project werken wij ook met de allernieuwste technieken, dit wil zeggen, zonnepanelen als ook warmtepompen.  Wil u deze unieke kans niet laten voorbijgaan, boek dan een afspraak.  Graag stellen wij u alle plannen voor van onze allernieuwste parel “Park Viridis”.

referentie: 4606

Renovation obligation: unknown",Beveren-Waas,9120,,Flanders,Belgium,329000,FOR_SALE,APARTMENT,APARTMENT,2,88,,,,,False,True,19,,,,,,2023,,AS_NEW,0,
10004914,"Park Viridis, deze appartementen zijn gelegen bij het centrum van Beveren en dit in een zeer groene omgeving.  Energiezuinig wonen is hier de sleutel.  Er zijn 1, 2 & 3 slaapkamer appartementen voorzien van alle modern comfort. De afwerking van de appartementen gebeurt in samenspraak met de verkoper, hiervoor zijn budgetten bepaald in het lastenboek. Er is de mogelijkheid om een ondergrondse parking aan te kopen.  Het geheel bestaat uit meerdere woonentiteiten en is omgeven door een groen park van 7000 m².  Elke entiteit heeft een gezellig terras met zicht op de prachtige tuin. Voor dit uniek project werken wij ook met de allernieuwste technieken, dit wil zeggen, zonnepanelen als ook warmtepompen.  Wil u deze unieke kans niet laten voorbijgaan, boek dan een afspraak.  Graag stellen wij u alle plannen voor van onze allernieuwste parel “Park Viridis”.

referentie: 4605

Renovation obligation: unknown",Beveren-Waas,9120,,Flanders,Belgium,,FOR_SALE,APARTMENT,APARTMENT,2,88,,,,,False,True,43,,,,,,2023,,AS_NEW,0,
10004915,"Park Viridis, deze appartementen zijn gelegen bij het centrum van Beveren en dit in een zeer groene omgeving.  Energiezuinig wonen is hier de sleutel.  Er zijn 1, 2 & 3 slaapkamer appartementen voorzien van alle modern comfort. De afwerking van de appartementen gebeurt in samenspraak met de verkoper, hiervoor zijn budgetten bepaald in het lastenboek. Er is de mogelijkheid om een ondergrondse parking aan te kopen.  Het geheel bestaat uit meerdere woonentiteiten en is omgeven door een groen park van 7000 m².  Elke entiteit heeft een gezellig terras met zicht op de prachtige tuin. Voor dit uniek project werken wij ook met de allernieuwste technieken, dit wil zeggen, zonnepanelen als ook warmtepompen.  Wil u deze unieke kans niet laten voorbijgaan, boek dan een afspraak.  Graag stellen wij u alle plannen voor van onze allernieuwste parel “Park Viridis”.

referentie: 4604

Renovation obligation: unknown",Beveren-Waas,9120,,Flanders,Belgium,309000,FOR_SALE,APARTMENT,APARTMENT,2,83,,,,,False,True,13,,,,,,2023,,AS_NEW,0,
10004916,"Park Viridis, deze appartementen zijn gelegen bij het centrum van Beveren en dit in een zeer groene omgeving.  Energiezuinig wonen is hier de sleutel.  Er zijn 1, 2 & 3 slaapkamer appartementen voorzien van alle modern comfort. De afwerking van de appartementen gebeurt in samenspraak met de verkoper, hiervoor zijn budgetten bepaald in het lastenboek. Er is de mogelijkheid om een ondergrondse parking aan te kopen.  Het geheel bestaat uit meerdere woonentiteiten en is omgeven door een groen park van 7000 m².  Elke entiteit heeft een gezellig terras met zicht op de prachtige tuin. Voor dit uniek project werken wij ook met de allernieuwste technieken, dit wil zeggen, zonnepanelen als ook warmtepompen.  Wil u deze unieke kans niet laten voorbijgaan, boek dan een afspraak.  Graag stellen wij u alle plannen voor van onze allernieuwste parel “Park Viridis”.

referentie: 4603

Renovation obligation: unknown",Beveren-Waas,9120,,Flanders,Belgium,,FOR_SALE,APARTMENT,APARTMENT,2,83,,,,,False,True,13,,,,,,2023,,AS_NEW,0,
10004917,"Park Viridis, deze appartementen zijn gelegen bij het centrum van Beveren en dit in een zeer groene omgeving.  Energiezuinig wonen is hier de sleutel.  Er zijn 1, 2 & 3 slaapkamer appartementen voorzien van alle modern comfort. De afwerking van de appartementen gebeurt in samenspraak met de verkoper, hiervoor zijn budgetten bepaald in het lastenboek. Er is de mogelijkheid om een ondergrondse parking aan te kopen.  Het geheel bestaat uit meerdere woonentiteiten en is omgeven door een groen park van 7000 m².  Elke entiteit heeft een gezellig terras met zicht op de prachtige tuin. Voor dit uniek project werken wij ook met de allernieuwste technieken, dit wil zeggen, zonnepanelen als ook warmtepompen.  Wil u deze unieke kans niet laten voorbijgaan, boek dan een afspraak.  Graag stellen wij u alle plannen voor van onze allernieuwste parel “Park Viridis”.

referentie: 4602

Renovation obligation: unknown",Beveren-Waas,9120,,Flanders,Belgium,319000,FOR_SALE,APARTMENT,APARTMENT,2,86,,,,,False,True,13,,,,,,2023,,AS_NEW,0,
10004918,"Park Viridis, deze appartementen zijn gelegen bij het centrum van Beveren en dit in een zeer groene omgeving.  Energiezuinig wonen is hier de sleutel.  Er zijn 1, 2 & 3 slaapkamer appartementen voorzien van alle modern comfort. De afwerking van de appartementen gebeurt in samenspraak met de verkoper, hiervoor zijn budgetten bepaald in het lastenboek. Er is de mogelijkheid om een ondergrondse parking aan te kopen.  Het geheel bestaat uit meerdere woonentiteiten en is omgeven door een groen park van 7000 m².  Elke entiteit heeft een gezellig terras met zicht op de prachtige tuin. Voor dit uniek project werken wij ook met de allernieuwste technieken, dit wil zeggen, zonnepanelen als ook warmtepompen.  Wil u deze unieke kans niet laten voorbijgaan, boek dan een afspraak.  Graag stellen wij u alle plannen voor van onze allernieuwste parel “Park Viridis”.

referentie: 4601

Renovation obligation: unknown",Beveren-Waas,9120,,Flanders,Belgium,309000,FOR_SALE,APARTMENT,APARTMENT,2,88,,,,,False,True,21,,,,,,2023,,AS_NEW,0,
10004919,"Park Viridis, deze appartementen zijn gelegen bij het centrum van Beveren en dit in een zeer groene omgeving.  Energiezuinig wonen is hier de sleutel.  Er zijn 1, 2 & 3 slaapkamer appartementen voorzien van alle modern comfort. De afwerking van de appartementen gebeurt in samenspraak met de verkoper, hiervoor zijn budgetten bepaald in het lastenboek. Er is de mogelijkheid om een ondergrondse parking aan te kopen.  Het geheel bestaat uit meerdere woonentiteiten en is omgeven door een groen park van 7000 m².  Elke entiteit heeft een gezellig terras met zicht op de prachtige tuin. Voor dit uniek project werken wij ook met de allernieuwste technieken, dit wil zeggen, zonnepanelen als ook warmtepompen.  Wil u deze unieke kans niet laten voorbijgaan, boek dan een afspraak.  Graag stellen wij u alle plannen voor van onze allernieuwste parel “Park Viridis”.

referentie: 4600

Renovation obligation: unknown",Beveren-Waas,9120,,Flanders,Belgium,,FOR_SALE,APARTMENT,APARTMENT,2,88,,,,,False,True,43,,,,,,2023,,AS_NEW,0,
10004920,"Park Viridis, deze appartementen zijn gelegen bij het centrum van Beveren en dit in een zeer groene omgeving.  Energiezuinig wonen is hier de sleutel.  Er zijn 1, 2 & 3 slaapkamer appartementen voorzien van alle modern comfort. De afwerking van de appartementen gebeurt in samenspraak met de verkoper, hiervoor zijn budgetten bepaald in het lastenboek. Er is de mogelijkheid om een ondergrondse parking aan te kopen.  Het geheel bestaat uit meerdere woonentiteiten en is omgeven door een groen park van 7000 m².  Elke entiteit heeft een gezellig terras met zicht op de prachtige tuin. Voor dit uniek project werken wij ook met de allernieuwste technieken, dit wil zeggen, zonnepanelen als ook warmtepompen.  Wil u deze unieke kans niet laten voorbijgaan, boek dan een afspraak.  Graag stellen wij u alle plannen voor van onze allernieuwste parel “Park Viridis”.

referentie: 4599

Renovation obligation: unknown",Beveren-Waas,9120,,Flanders,Belgium,289000,FOR_SALE,APARTMENT,APARTMENT,2,83,,,,,False,True,13,,,,,,2023,,AS_NEW,0,
10004921,"Park Viridis, deze appartementen zijn gelegen bij het centrum van Beveren en dit in een zeer groene omgeving.  Energiezuinig wonen is hier de sleutel.  Er zijn 1, 2 & 3 slaapkamer appartementen voorzien van alle modern comfort. De afwerking van de appartementen gebeurt in samenspraak met de verkoper, hiervoor zijn budgetten bepaald in het lastenboek. Er is de mogelijkheid om een ondergrondse parking aan te kopen.  Het geheel bestaat uit meerdere woonentiteiten en is omgeven door een groen park van 7000 m².  Elke entiteit heeft een gezellig terras met zicht op de prachtige tuin. Voor dit uniek project werken wij ook met de allernieuwste technieken, dit wil zeggen, zonnepanelen als ook warmtepompen.  Wil u deze unieke kans niet laten voorbijgaan, boek dan een afspraak.  Graag stellen wij u alle plannen voor van onze allernieuwste parel “Park Viridis”.

referentie: 4598

Renovation obligation: unknown",Beveren-Waas,9120,,Flanders,Belgium,,FOR_SALE,APARTMENT,APARTMENT,2,83,,,,,False,True,13,,,,,,2023,,AS_NEW,0,
10004922,"Park Viridis, deze appartementen zijn gelegen bij het centrum van Beveren en dit in een zeer groene omgeving.  Energiezuinig wonen is hier de sleutel.  Er zijn 1, 2 & 3 slaapkamer appartementen voorzien van alle modern comfort. De afwerking van de appartementen gebeurt in samenspraak met de verkoper, hiervoor zijn budgetten bepaald in het lastenboek. Er is de mogelijkheid om een ondergrondse parking aan te kopen.  Het geheel bestaat uit meerdere woonentiteiten en is omgeven door een groen park van 7000 m².  Elke entiteit heeft een gezellig terras met zicht op de prachtige tuin. Voor dit uniek project werken wij ook met de allernieuwste technieken, dit wil zeggen, zonnepanelen als ook warmtepompen.  Wil u deze unieke kans niet laten voorbijgaan, boek dan een afspraak.  Graag stellen wij u alle plannen voor van onze allernieuwste parel “Park Viridis”.

referentie: 4592

Renovation obligation: unknown",Beveren-Waas,9120,,Flanders,Belgium,,FOR_SALE,APARTMENT,APARTMENT,2,83,,,,,False,True,13,,,,,,2023,,AS_NEW,0,
10004923,"Park Viridis, deze appartementen zijn gelegen bij het centrum van Beveren en dit in een zeer groene omgeving.  Energiezuinig wonen is hier de sleutel.  Er zijn 1, 2 & 3 slaapkamer appartementen voorzien van alle modern comfort. De afwerking van de appartementen gebeurt in samenspraak met de verkoper, hiervoor zijn budgetten bepaald in het lastenboek. Er is de mogelijkheid om een ondergrondse parking aan te kopen.  Het geheel bestaat uit meerdere woonentiteiten en is omgeven door een groen park van 7000 m².  Elke entiteit heeft een gezellig terras met zicht op de prachtige tuin. Voor dit uniek project werken wij ook met de allernieuwste technieken, dit wil zeggen, zonnepanelen als ook warmtepompen.  Wil u deze unieke kans niet laten voorbijgaan, boek dan een afspraak.  Graag stellen wij u alle plannen voor van onze allernieuwste parel “Park Viridis”.

referentie: 4597

Renovation obligation: unknown",Beveren-Waas,9120,,Flanders,Belgium,,FOR_SALE,APARTMENT,APARTMENT,2,83,,,,,False,True,13,,,,,,2023,,AS_NEW,0,
